TimeUS,GyrX,GyrY,GyrZ,Roll,Pitch,Yaw,C1,C2,C3,C4,TimeSec
66279311,0.0009127017692662776,0.0009160808403976262,0.0009480789303779602,0.06892485916614532,0.05639110505580902,354.59991455078125,1000.0,1000.0,1000.0,1000.0,0.639744
66279311,0.0011026153806596994,0.0007402024930343032,0.0008292618440464139,0.06892485916614532,0.05639110505580902,354.59991455078125,1000.0,1000.0,1000.0,1000.0,0.639744
66319295,0.0008956048986874521,0.0009244455141015351,0.000908643240109086,0.06892485916614532,0.05639110505580902,354.59991455078125,1000.0,1000.0,1000.0,1000.0,0.679728
66319295,0.0010450248373672366,0.0007878579199314117,0.0009428418707102537,0.06892485916614532,0.05639110505580902,354.59991455078125,1000.0,1000.0,1000.0,1000.0,0.679728
66359279,0.0009504630579613149,0.0009130314574576914,0.0008753946167416871,0.06875542551279068,0.05638648197054863,354.5981750488281,1000.0,1000.0,1000.0,1000.0,0.719712
66359279,0.0007704517338424921,0.0009284469415433705,0.0009515556739643216,0.06875542551279068,0.05638648197054863,354.5981750488281,1000.0,1000.0,1000.0,1000.0,0.719712
66399263,0.0009989812970161438,0.0009055151604115963,0.0009189876727759838,0.06875542551279068,0.05638648197054863,354.5981750488281,1000.0,1000.0,1000.0,1000.0,0.759696
66399263,0.0011867653811350465,0.0008254075655713677,0.0008779522031545639,0.06875542551279068,0.05638648197054863,354.5981750488281,1000.0,1000.0,1000.0,1000.0,0.759696
66439247,0.0010139408987015486,0.00106007547583431,0.0009533308329991996,0.06908250600099564,0.05652179196476936,354.59637451171875,1000.0,1000.0,1000.0,1000.0,0.79968
66439247,0.0009267597924917936,0.0009230893338099122,0.0009518256993032992,0.06908250600099564,0.05652179196476936,354.59637451171875,1000.0,1000.0,1000.0,1000.0,0.79968
66479231,0.0009588281391188502,0.0009357475209981203,0.0009310058085247874,0.06908250600099564,0.05652179196476936,354.59637451171875,1000.0,1000.0,1000.0,1000.0,0.839664
66479231,0.0008450456662103534,0.0006990188267081976,0.0006899276631884277,0.06908250600099564,0.05652179196476936,354.59637451171875,1000.0,1000.0,1000.0,1000.0,0.839664
66519215,0.0009034596150740981,0.0008806248079054058,0.0009347238810732961,0.06908250600099564,0.05652179196476936,354.59637451171875,1000.0,1000.0,1000.0,1000.0,0.879648
66519215,0.0010445647640153766,0.0009601927595213056,0.0010092889424413443,0.06908250600099564,0.05652179196476936,354.59637451171875,1000.0,1000.0,1000.0,1000.0,0.879648
66559199,0.0009542766492813826,0.0009349594474770129,0.0009647111874073744,0.06894871592521667,0.056339386850595474,354.594482421875,1000.0,1000.0,1000.0,1000.0,0.919632
66559199,0.0009087065700441599,0.000655191543046385,0.0008733205031603575,0.06894871592521667,0.056339386850595474,354.594482421875,1000.0,1000.0,1000.0,1000.0,0.919632
66599183,0.0010074101155623794,0.0008877699729055166,0.0009205690585076809,0.06894871592521667,0.056339386850595474,354.594482421875,1000.0,1000.0,1000.0,1000.0,0.959616
66599183,0.0008800806244835258,0.0008628157083876431,0.0009876263793557882,0.06894871592521667,0.056339386850595474,354.594482421875,1000.0,1000.0,1000.0,1000.0,0.959616
66639167,0.001202666899189353,0.0011867841240018606,0.0009846733883023262,0.06922782957553864,0.056548506021499634,354.59271240234375,1000.0,1000.0,1000.0,1000.0,0.9996
66639167,0.0009882707381621003,0.0009833609219640493,0.000993499532341957,0.06922782957553864,0.056548506021499634,354.59271240234375,1000.0,1000.0,1000.0,1000.0,0.9996
66679151,0.0009798764949664474,0.0009567923261784017,0.0008837560308165848,0.06922782957553864,0.056548506021499634,354.59271240234375,1000.0,1000.0,1000.0,1000.0,1.039584
66679151,0.0007977343630045652,0.0010103785898536444,0.0009121882612816989,0.06922782957553864,0.056548506021499634,354.59271240234375,1000.0,1000.0,1000.0,1000.0,1.039584
66719135,0.000811732024885714,0.0009991263505071402,0.0009408206096850336,0.06922782957553864,0.056548506021499634,354.59271240234375,1000.0,1000.0,1000.0,1000.0,1.079568
66719135,0.0010657685343176126,0.0009254924370907247,0.000996828661300242,0.06922782957553864,0.056548506021499634,354.59271240234375,1000.0,1000.0,1000.0,1000.0,1.079568
66759119,0.0009027976775541902,0.0008859819499775767,0.0010243980213999748,0.06900323182344437,0.05640556663274765,354.59088134765625,1000.0,1000.0,1000.0,1000.0,1.119552
66759119,0.0011331979185342789,0.0007284668390639126,0.001072376617230475,0.06900323182344437,0.05640556663274765,354.59088134765625,1000.0,1000.0,1000.0,1000.0,1.119552
